track_name,artist_name,ms_played,minutes_played
Addicted,Simple Plan,232066,3.87
Xmas in February,Lou Reed,177466,2.96
Walk On the Wild Side,Lou Reed,254173,4.24
Darlin',Houndmouth,258480,4.31
Wildfire,John Mayer,253493,4.22
Not Today,Imagine Dragons,261080,4.35
Maybe It's Time,Bradley Cooper,159293,2.65
Blitzkrieg Bop - 2016 Remaster,Ramones,134466,2.24
Night Flight - 1993 Remaster,Led Zeppelin,216306,3.61
She's Leaving Home - Remastered 2009,The Beatles,215160,3.59
The Gambler,Kenny Rogers,214880,3.58
Tiptoe,Imagine Dragons,194200,3.24
She Takes Me High,We The Kings,246066,4.10
Two Of Us - Naked Version / Remastered 2013,The Beatles,200835,3.35
Take It Or Leave It,The Strokes,195233,3.25
Walcott,Vampire Weekend,221600,3.69
I'll Be Back - Remastered 2009,The Beatles,144186,2.40
Burn the Witch,Radiohead,220609,3.68
The End - Remastered 2009,The Beatles,141613,2.36
The Way You Look Tonight,Tony Bennett,203306,3.39
"Rigoletto, Act III: La donna è mobile",Giuseppe Verdi,142093,2.37
All My Love - Remaster,Led Zeppelin,353720,5.90
Goodbye Blue Sky,Pink Floyd,167239,2.79
Sulk,Radiohead,222960,3.72
Glass Onion - Remastered 2009,The Beatles,137840,2.30
Hideaway - Stereo Instrumental,Freddie King,193573,3.23
Where Do You Go To (My Lovely),Peter Sarstedt,278880,4.65
Thunderstruck,AC/DC,292880,4.88
Feel It Still,Portugal. The Man,163253,2.72
You're the One,The Vogues,131440,2.19
Good Rockin' Tonight,Elvis Presley,131573,2.19
She Looks So Perfect,5 Seconds of Summer,202496,3.37
Eventual Ghost,Drunk Mums,184400,3.07
In Our Prime,The Black Keys,278106,4.64
"Long, Long, Long - Remastered 2009",The Beatles,142370,2.37
Dear Prudence - Remastered 2009,The Beatles,235773,3.93
The Ultracheese,Arctic Monkeys,217720,3.63
I Want You,Kings of Leon,307453,5.12
Teenagers,My Chemical Romance,161920,2.70
Here Comes the Night Time,Arcade Fire,390490,6.51
Dig Down,Muse,228146,3.80
Raging Fire,Phillip Phillips,234693,3.91
Renegades,X Ambassadors,195200,3.25
Come Home,OneRepublic,261653,4.36
"I'm Left, You're Right, She's Gone",Elvis Presley,155306,2.59
Psycho,Muse,316717,5.28
Jubel,Klingande,283638,4.73
Drink With Me,Les Misérables - 10th Anniversary Concert Cast,271733,4.53
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,263573,4.39
Skyway Avenue,We The Kings,205209,3.42
I Want All My Money Back,Lonnie Brooks,745573,12.43
Who'll Stop The Rain,Creedence Clearwater Revival,147493,2.46
The Man Comes Around,Johnny Cash,266733,4.45
Something I Need,OneRepublic,241266,4.02
Rats - 2014 Remastered Version,The Kinks,161106,2.69
Long Way From Home,The Lumineers,152280,2.54
The Scientist,Coldplay,260521,4.34
You're the One,The Vogues,318651,5.31
"San Quentin (Reprise) - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,136609,2.28
You're the One,The Vogues,131440,2.19
Save Myself,Ed Sheeran,247106,4.12
Feels Like We Only Go Backwards,Tame Impala,192960,3.22
When I'm Sixty Four - Remastered 2009,The Beatles,157666,2.63
Drunken Lullabies,Flogging Molly,230640,3.84
Teachers,Young the Giant,220786,3.68
Souvenir,Billy Joel,120466,2.01
Caballero,Alejandro Fernández,228506,3.81
Happiness Is A Warm Gun - Remastered 2009,The Beatles,164546,2.74
The Energy Never Dies,The Script,255106,4.25
Julia - Remastered 2009,The Beatles,176666,2.94
You're the One,The Vogues,131440,2.19
The End - Remastered 2009,The Beatles,141613,2.36
The Long And Winding Road - Remastered 2009,The Beatles,218186,3.64
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,222840,3.71
Show You How,The Killers,166240,2.77
While My Guitar Gently Weeps - Remastered 2009,The Beatles,285000,4.75
Pretty Faithful,Keuning,219012,3.65
Casino Boogie,The Rolling Stones,214466,3.57
Why Georgia,John Mayer,268973,4.48
Stealing Cars,James Bay,223320,3.72
Day Tripper - Remastered 2009,The Beatles,169146,2.82
"Never Seen Anything ""Quite Like You""",The Script,202586,3.38
Caballo Blanco,Vicente Fernández,137861,2.30
Get Back - Remastered 2009,The Beatles,191093,3.18
"Stop This Train - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,300200,5.00
Taxman - Remastered 2009,The Beatles,158853,2.65
"Whiskey, Whiskey, Whiskey",John Mayer,278666,4.64
All The Way - Live In Chicago,Eddie Vedder,236693,3.94
Reminder,Mumford & Sons,124520,2.08
Take It Easy - 2013 Remaster,Eagles,211577,3.53
The Long And Winding Road - Naked Version / Remastered 2013,The Beatles,214382,3.57
Best Part of Me (feat. YEBBA),Ed Sheeran,243266,4.05
All The Right Moves,OneRepublic,238000,3.97
Moth's Wings,Passion Pit,256320,4.27
Glass Onion - Remastered 2009,The Beatles,137840,2.30
Personajes (Jam Session),Los Claxons,202973,3.38
After The Destruction,Ennio Morricone,121493,2.02
"Cocaine Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,183253,3.05
"It Takes a Lot to Laugh, It Takes a Train to Cry",Bob Dylan,245133,4.09
Sheep,Pink Floyd,619079,10.32
You're the One,The Vogues,131440,2.19
Ode To The Mets,The Strokes,351786,5.86
Queen of California,John Mayer,250133,4.17
The Hardest Button to Button,The White Stripes,212426,3.54
Boat Accident,Keuning,245220,4.09
The Mandalorian,Ludwig Göransson,197160,3.29
"Take It, It's Yours",Carlos Rafael Rivera,126269,2.10
Beth's Story,Carlos Rafael Rivera,127615,2.13
Training With Mr. Schaibel,Carlos Rafael Rivera,184274,3.07
Ceiling Games,Carlos Rafael Rivera,137454,2.29
Playing Townes,Carlos Rafael Rivera,225327,3.76
Playing Beltik,Carlos Rafael Rivera,190803,3.18
Playing Benny - Las Vegas 1966,Carlos Rafael Rivera,268099,4.47
Two Sides Of The Same Coin,Carlos Rafael Rivera,166999,2.78
Mexico City Invitational 1966,Carlos Rafael Rivera,141944,2.37
Playing Girev I,Carlos Rafael Rivera,121103,2.02
Playing Girev II,Carlos Rafael Rivera,143805,2.40
Borgov I,Carlos Rafael Rivera,217597,3.63
Beth Alone,Carlos Rafael Rivera,122927,2.05
Training With Benny,Carlos Rafael Rivera,135513,2.26
Paris Tournament 1967,Carlos Rafael Rivera,146380,2.44
Borgov II,Carlos Rafael Rivera,147215,2.45
Beth's Story,Carlos Rafael Rivera,127615,2.13
Training With Mr. Schaibel,Carlos Rafael Rivera,184293,3.07
Ceiling Games,Carlos Rafael Rivera,137454,2.29
Playing Townes,Carlos Rafael Rivera,225327,3.76
Playing Beltik,Carlos Rafael Rivera,190803,3.18
Playing Benny - Las Vegas 1966,Carlos Rafael Rivera,268099,4.47
Two Sides Of The Same Coin,Carlos Rafael Rivera,166999,2.78
Mexico City Invitational 1966,Carlos Rafael Rivera,141944,2.37
Playing Girev I,Carlos Rafael Rivera,121103,2.02
Playing Girev II,Carlos Rafael Rivera,143805,2.40
Borgov I,Carlos Rafael Rivera,217597,3.63
Beth Alone,Carlos Rafael Rivera,122927,2.05
Training With Benny,Carlos Rafael Rivera,135513,2.26
Paris Tournament 1967,Carlos Rafael Rivera,146380,2.44
Borgov II,Carlos Rafael Rivera,147215,2.45
Turning Point,Carlos Rafael Rivera,125923,2.10
Moscow Invitational 1968,Carlos Rafael Rivera,447288,7.45
Close Your Eyes,Carlos Rafael Rivera,151720,2.53
Borgov III,Carlos Rafael Rivera,189011,3.15
The Final Game,Carlos Rafael Rivera,443631,7.39
"Take It, It's Yours",Carlos Rafael Rivera,127663,2.13
Sygrayem (Let's Play),Carlos Rafael Rivera,131637,2.19
She Belongs to Me,Bob Dylan,166706,2.78
Love is a Laserquest,Arctic Monkeys,191426,3.19
What's Up?,4 Non Blondes,295533,4.93
Caesar Rock,Paul McCartney,209152,3.49
Absolutely Sweet Marie,Bob Dylan,294200,4.90
Uncle Jonny,The Killers,225203,3.75
Getting Rid of Britta,Chevy Chase,135466,2.26
Goodbye Blue Sky,Pink Floyd,167239,2.79
Maybe It's Time,Bradley Cooper,159293,2.65
With A Little Help From My Friends - Remastered 2009,The Beatles,164106,2.74
All You Need Is Love - Remastered 2009,The Beatles,230386,3.84
Only The Young,Brandon Flowers,258533,4.31
Hey Porter,Johnny Cash,132840,2.21
I Need You - Remastered 2009,The Beatles,148786,2.48
Something I Need,OneRepublic,180415,3.01
You're the One,The Vogues,131440,2.19
Audition (The Fools Who Dream),Emma Stone,228266,3.80
A Lovely Night,Ryan Gosling,282761,4.71
A Qué Sabe El Olvido,Alejandro Fernández,193213,3.22
Hammer To Fall,Queen,247497,4.12
"Whiskey, Whiskey, Whiskey",John Mayer,142654,2.38
I'm Only Sleeping - Remastered 2009,The Beatles,180320,3.01
The End - Remastered 2009,The Beatles,141613,2.36
I Love Penny Sue,Daniel May,191435,3.19
Yo soy quién soy,Pedro Infante,150266,2.50
Woman - Remastered 2010,John Lennon,212933,3.55
Candy Says,The Velvet Underground,243666,4.06
Something - Remastered 2009,The Beatles,182293,3.04
Dani California,Red Hot Chili Peppers,282160,4.70
When the Ship Comes In,Bob Dylan,194680,3.24
Morning Has Broken,Yusuf / Cat Stevens,200000,3.33
You Only Live Once,The Strokes,189226,3.15
The Breaks,The Black Keys,181306,3.02
Stuck Here on Earth,Keuning,282953,4.72
Paloma Querida,José Alfredo Jimenez,156493,2.61
You're the One,The Vogues,131440,2.19
Got to Be Free (Stereo) - 2014 Remastered Version,The Kinks,184453,3.07
Selfless,The Strokes,222093,3.70
I Will Remain,Matthew And The Atlas,206546,3.44
S.O.B.,Nathaniel Rateliff & The Night Sweats,247613,4.13
Me and Paul,Willie Nelson,228560,3.81
Happiness Is A Warm Gun - Remastered 2009,The Beatles,164546,2.74
Going to California - Remaster,Led Zeppelin,212160,3.54
I'm Looking Through You - Remastered 2009,The Beatles,146386,2.44
Love is a Laserquest,Arctic Monkeys,191426,3.19
Peace Train,Yusuf / Cat Stevens,165795,2.76
You're the One,The Vogues,131440,2.19
Young Volcanoes,Fall Out Boy,204506,3.41
Ziggy Stardust - 2012 Remaster,David Bowie,194440,3.24
Take It Or Leave It,The Strokes,195233,3.25
In the Flesh,Pink Floyd,255546,4.26
You're the One,The Vogues,131440,2.19
Blackbird - Remastered 2009,The Beatles,138386,2.31
Tumbling Dice,The Rolling Stones,226333,3.77
"Send a Picture of Mother - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,130720,2.18
Strangers (Stereo) - 2014 Remastered Version,The Kinks,198786,3.31
Rock 'n' Roll Suicide - 2012 Remaster,David Bowie,178265,2.97
L.S.D,Skegss,184598,3.08
Training With Mr. Schaibel,Carlos Rafael Rivera,184293,3.07
Beth's Story,Carlos Rafael Rivera,127615,2.13
Dying Breed,The Killers,129941,2.17
We Are Young (feat. Janelle Monáe),fun.,250626,4.18
"La traviata, Act I: Libiamo ne' lieti calici ""Brindisi""",Giuseppe Verdi,175506,2.93
The Long And Winding Road - Naked Version / Remastered 2013,The Beatles,148212,2.47
"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,207879,3.46
"Ob-La-Di, Ob-La-Da - Take 3",The Beatles,174186,2.90
Man in Black,Johnny Cash,145914,2.43
Hold On,Lou Reed,204893,3.41
Leaving California,Maroon 5,203453,3.39
Keep the Blues Away,Caamp,233840,3.90
Sex on Fire,Kings of Leon,203346,3.39
Spaceman,The Killers,284546,4.74
These Days,The Black Keys,311346,5.19
Mother,Pink Floyd,327122,5.45
The Cowboys' Christmas Ball,The Killers,211720,3.53
Fat Bottomed Girls,Queen,256706,4.28
Fuentes de Ortiz,Ed Maverick,207400,3.46
Why Am I the One,fun.,286706,4.78
American Bohemian - Gatlinburg Demo,Houndmouth,147125,2.45
For the First Time,The Script,250661,4.18
Lola - 2014 Remastered Version,The Kinks,242026,4.03
My Molasses,AWOLNATION,212791,3.55
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,222840,3.71
Rain - Remastered 2009,The Beatles,181320,3.02
Brother Love's Travelling Salvation Show,Neil Diamond,211862,3.53
The Man in Me,Bob Dylan,186213,3.10
Mother's Daughter,Santana,265466,4.42
Bad Moon Rising,Creedence Clearwater Revival,141600,2.36
Hammer To Fall,Queen,266960,4.45
My God (feat. Weyes Blood),The Killers,218906,3.65
What Comes Naturally,Blackberry Smoke,261119,4.35
If You Want Blood (You've Got It),AC/DC,241812,4.03
The Cowboys' Christmas Ball,The Killers,211733,3.53
Ode To The Mets,The Strokes,544040,9.07
The Cowboys' Christmas Ball,The Killers,211733,3.53
The Cowboys' Christmas Ball,The Killers,211733,3.53
Black Dog - Remaster,Led Zeppelin,154281,2.57
Neon Tiger,The Killers,184133,3.07
The Cowboys' Christmas Ball,The Killers,211733,3.53
Wild Child - Remastered,Lou Reed,279960,4.67
Time Machine,The Mud Howlers,241040,4.02
Who'll Stop The Rain,Creedence Clearwater Revival,147493,2.46
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,214265,3.57
Smells Like Teen Spirit,Nirvana,301920,5.03
You Never Can Tell,Chuck Berry,161906,2.70
Love Lost,The Temper Trap,216066,3.60
Neighborhood #2 (Laika),Arcade Fire,212000,3.53
Ribs,Lorde,258969,4.32
All the Debts I Owe,Caamp,193048,3.22
Hot As Sun / Glasses - Remastered 2011,Paul McCartney,127146,2.12
Teenagers,My Chemical Romance,125299,2.09
Hard To Explain,The Strokes,223979,3.73
Reckless Serenade,Arctic Monkeys,162746,2.71
Sway - 2009 Mix,The Rolling Stones,232533,3.88
Endless Cycle,Lou Reed,243000,4.05
Michelle - Remastered 2009,The Beatles,162373,2.71
Dear Marie,John Mayer,222720,3.71
Don't Forget to Dance,The Kinks,280517,4.68
El Amor,Ricardo Arjona,286786,4.78
Bold as Love,Jimi Hendrix,251013,4.18
Who Am I? – The Trial,Les Misérables - 10th Anniversary Concert Cast,191826,3.20
Mama Kin,Aerosmith,267226,4.45
Ode To The Mets,The Strokes,700872,11.68
Ode To The Mets,The Strokes,677826,11.30
Smile,Tony Bennett,212106,3.54
Yesterday - Remastered 2009,The Beatles,125666,2.09
Caution,The Killers,269533,4.49
Dying Breed,The Killers,246000,4.10
Ode To The Mets,The Strokes,351786,5.86
Imploding The Mirage,The Killers,247826,4.13
My Own Soul’s Warning,The Killers,274453,4.57
Bad Decisions,The Strokes,293360,4.89
My God (feat. Weyes Blood),The Killers,218906,3.65
Thunder Road,Bruce Springsteen,288720,4.81
Why Are Sundays So Depressing,The Strokes,275666,4.59
Me and Paul,Willie Nelson,228560,3.81
When The Dreams Run Dry,The Killers,282520,4.71
Why Don't You Get A Job,The Offspring,172466,2.87
Selfless,The Strokes,222093,3.70
Son of a Lovin' Man,Buchanan Brothers,176693,2.94
Blowback,The Killers,239600,3.99
Sweet Virginia,The Rolling Stones,266560,4.44
Brooklyn Bridge To Chorus,The Strokes,132973,2.22
Ode To The Mets,The Strokes,467568,7.79
First Youth,Ennio Morricone,136560,2.28
Ode To The Mets,The Strokes,451652,7.53
My God (feat. Weyes Blood),The Killers,218906,3.65
Fire In Bone,The Killers,233373,3.89
Caution - Radio Edit,The Killers,228021,3.80
Concerning Hobbits,Howard Shore,175040,2.92
Son of a Lovin' Man,Buchanan Brothers,176693,2.94
Pacific Coast Highway In The Movies (feat. Rivers Cuomo of Weezer),AWOLNATION,235746,3.93
"Por una Cabeza (From ""Parfum de femme"")",Gerardo Matos Rodríguez,232965,3.88
Shelter from the Storm,Bob Dylan,301133,5.02
Strangers (Stereo) - 2014 Remastered Version,The Kinks,198786,3.31
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,440800,7.35
Reminder,Mumford & Sons,124520,2.08
Read My Mind,The Killers,246840,4.11
Blowback,The Killers,239600,3.99
Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,152866,2.55
Claudia's Theme - Version Eight,Lennie Niehaus,341866,5.70
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,277600,4.63
Ode To The Mets,The Strokes,351786,5.86
Treat Her Right,Roy Head And The Traits,125893,2.10
"The Return of the King (feat. Sir James Galway, Viggo Mortensen and Renee Fleming)",Howard Shore,614266,10.24
Cavalleria rusticana: Intermezzo,Pietro Mascagni,190226,3.17
Lola - 2014 Remastered Version,The Kinks,242026,4.03
First Youth,Ennio Morricone,136560,2.28
Caution - Radio Edit,The Killers,228021,3.80
Tidal Wave,The Killers,254400,4.24
For Reasons Unknown,The Killers,186066,3.10
My Own Soul’s Warning,The Killers,274453,4.57
Once Upon a Time in the West - Main Theme,Ennio Morricone,223120,3.72
Why Are Sundays So Depressing,The Strokes,275666,4.59
Snoopy Vs. The Red Baron,The Royal Guardsmen,160680,2.68
Hard To Explain,The Strokes,223979,3.73
Hey Rose,Houndmouth,203015,3.38
Dying Breed,The Killers,129102,2.15
The Boxer,Simon & Garfunkel,187731,3.13
Cavalleria rusticana: Intermezzo,Pietro Mascagni,190226,3.17
Vagabond,Caamp,129463,2.16
Claudia's Theme - Version Eight,Lennie Niehaus,341866,5.70
Si tu vois ma mère - Slow,Sidney Bechet,193573,3.23
Not The Same Anymore,The Strokes,337333,5.62
Don't Stop... - Demo,Oasis,296466,4.94
"The Road Goes Ever On..., Pt. 1",Howard Shore,358533,5.98
Snoopy Vs. The Red Baron,The Royal Guardsmen,160680,2.68
Hard To Explain,The Strokes,223979,3.73
Mama Kin,Aerosmith,267226,4.45
Gabino Barrera,Antonio Aguilar,177388,2.96
I Can't Stay,The Killers,185360,3.09
Thunder Road,Bruce Springsteen,254541,4.24
My God (feat. Weyes Blood),The Killers,218906,3.65
Reminder,Mumford & Sons,124520,2.08
Why Are Sundays So Depressing,The Strokes,275666,4.59
Projection For Two,Ennio Morricone,126866,2.11
Shelter from the Storm,Bob Dylan,301133,5.02
Caution - Radio Edit,The Killers,228021,3.80
Eternal Summer,The Strokes,375320,6.26
"The Return of the King (feat. Sir James Galway, Viggo Mortensen and Renee Fleming)",Howard Shore,614266,10.24
Caballero,Alejandro Fernández,228506,3.81
Memories,Maroon 5,189486,3.16
When You Were Young,The Killers,220426,3.67
Go Easy On Me,John Mayer,174920,2.92
When The Dreams Run Dry,The Killers,282520,4.71
At The Door,The Strokes,310373,5.17
The Boxer,Simon & Garfunkel,308520,5.14
Once Upon a Time in the West - Main Theme,Ennio Morricone,223120,3.72
Imploding The Mirage,The Killers,247826,4.13
Treat Her Right,Roy Head And The Traits,125893,2.10
For Reasons Unknown,The Killers,212266,3.54
Getting Rid of Britta,Chevy Chase,135466,2.26
Nuovo Cinema Paradiso,Ennio Morricone,178666,2.98
Ode To The Mets,The Strokes,351786,5.86
Supersonic Rocket Ship,The Kinks,211578,3.53
This Is Your Life,The Killers,218893,3.65
Paper Crown,Liam Gallagher,208698,3.48
Thunder Road,Bruce Springsteen,288720,4.81
Treat Her Right,Roy Head And The Traits,125893,2.10
I Can't Stay,The Killers,175335,2.92
Sheep,Pink Floyd,400554,6.68
Cavalleria rusticana: Intermezzo,Pietro Mascagni,190226,3.17
Pigs (Three Different Ones),Pink Floyd,363693,6.06
The Cowboys' Christmas Ball,The Killers,211733,3.53
What Comes Naturally,Blackberry Smoke,261119,4.35
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,158481,2.64
Treat Her Right,Roy Head And The Traits,125893,2.10
Is This It,The Strokes,150651,2.51
Wonder,Shawn Mendes,172692,2.88
At The Door,The Strokes,264712,4.41
The Modern Age,The Strokes,207679,3.46
Dirty Blvd.,Lou Reed,209266,3.49
Love Runs Out,OneRepublic,142505,2.38
With God on Our Side,Bob Dylan,424413,7.07
Mamunia - 2010 Remaster,Paul McCartney,290893,4.85
Life in Technicolor,Coldplay,149133,2.49
Dead Leaves and the Dirty Ground,The White Stripes,183933,3.07
Sister Morphine - 2009 Mix,The Rolling Stones,283739,4.73
Rosie,John Mayer,240626,4.01
Them Eyes,The Black Keys,143053,2.38
We Will Rock You,Queen,122093,2.03
Si Nos Dejan,José Alfredo Jimenez,144706,2.41
I'm A Loser - Remastered 2009,The Beatles,150026,2.50
Soma,The Strokes,153808,2.56
Rinaldo / Act 2: Lascia ch'io pianga,George Frideric Handel,150564,2.51
I'm A Loser - Remastered 2009,The Beatles,150026,2.50
Maybe It's Time,Bradley Cooper,159293,2.65
Why Don't You Get A Job,The Offspring,172466,2.87
Do,The White Stripes,164097,2.73
Selfless,The Strokes,176011,2.93
All These Things That I've Done - Live From The Royal Albert Hall / 2009,The Killers,121956,2.03
Thunderstruck,AC/DC,300240,5.00
Don't Look Back in Anger - Remastered,Oasis,260693,4.34
Brighton Rock - Remastered 2011,Queen,310013,5.17
Midnight Special,Creedence Clearwater Revival,253866,4.23
Fuentes de Ortiz,Ed Maverick,207400,3.46
Quiero,Ed Maverick,244253,4.07
Tierrita Mojada,Ed Maverick,204104,3.40
Reencuentro - (Interlodo),Ed Maverick,154800,2.58
Karpe Diem,Ed Maverick,203480,3.39
Acurrucar,Ed Maverick,120980,2.02
Acurrucar,Ed Maverick,234058,3.90
Del río,Ed Maverick,250637,4.18
Wru - (donde estás),Ed Maverick,240306,4.01
Fuentes de Ortiz,Ed Maverick,409270,6.82
Quiero,Ed Maverick,244253,4.07
Tierrita Mojada,Ed Maverick,204104,3.40
Fuentes de Ortiz,Ed Maverick,207400,3.46
Karpe Diem,Ed Maverick,203480,3.39
Acurrucar,Ed Maverick,234080,3.90
Del río,Ed Maverick,250653,4.18
Wru - (donde estás),Ed Maverick,240306,4.01
Fuentes de Ortiz,Ed Maverick,207400,3.46
Karpe Diem,Ed Maverick,203480,3.39
Acurrucar,Ed Maverick,155973,2.60
Fuentes de Ortiz,Ed Maverick,207400,3.46
Acurrucar,Ed Maverick,234080,3.90
Karpe Diem,Ed Maverick,203480,3.39
Del río,Ed Maverick,156866,2.61
Fuentes de Ortiz,Ed Maverick,331017,5.52
Acurrucar,Ed Maverick,234080,3.90
Karpe Diem,Ed Maverick,203480,3.39
Fuentes de Ortiz,Ed Maverick,207400,3.46
Acurrucar,Ed Maverick,234080,3.90
Karpe Diem,Ed Maverick,202027,3.37
Ropa De Bazar,Ed Maverick,197906,3.30
siempreestoypati,Ed Maverick,206333,3.44
nadie va a pensar en ti mejor que yo - En Vivo,Ed Maverick,222402,3.71
Acurrucar,Ed Maverick,234080,3.90
vete ya - En Vivo,Ed Maverick,180745,3.01
All You're Dreaming Of,Liam Gallagher,241814,4.03
Laid,Matt Nathanson,175540,2.93
One Week,Barenaked Ladies,144908,2.42
Laid,Matt Nathanson,208401,3.47
Ode To The Mets,The Strokes,280450,4.67
Ode To The Mets,The Strokes,148327,2.47
Laid,Matt Nathanson,386363,6.44
Laid,Matt Nathanson,182826,3.05
Laid,Matt Nathanson,182826,3.05
Read My Mind,The Killers,242085,4.03
Laid,Matt Nathanson,182826,3.05
Karpe Diem,Ed Maverick,120320,2.01
Karpe Diem,Ed Maverick,203480,3.39
Laid,Matt Nathanson,182826,3.05
Strawman,Lou Reed,354493,5.91
Life In Color,OneRepublic,202840,3.38
Can't Help Falling in Love,Elvis Presley,182360,3.04
We Are Golden,MIKA,238040,3.97
Running,James Bay,218226,3.64
Don't Stop... - Demo,Oasis,122510,2.04
Laid,Matt Nathanson,182826,3.05
The Cowboys' Christmas Ball,The Killers,211733,3.53
Screwdriver,The White Stripes,194240,3.24
If Not For You - Remastered 2014,George Harrison,210720,3.51
Who'll Stop The Rain,Creedence Clearwater Revival,138346,2.31
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,175493,2.92
Weekend Wars,MGMT,250773,4.18
Broken Clocks,Keuning,188908,3.15
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,175493,2.92
Cigarette Daydreams,Cage The Elephant,208748,3.48
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,175493,2.92
Trouble,Cage The Elephant,225973,3.77
Cold Cold Cold,Cage The Elephant,214368,3.57
Social Cues,Cage The Elephant,219053,3.65
Whole Wide World - Unpeeled,Cage The Elephant,205706,3.43
Ain't No Rest for the Wicked,Cage The Elephant,175493,2.92
Cigarette Daydreams,Cage The Elephant,208748,3.48
Shake Me Down,Cage The Elephant,211373,3.52
Come a Little Closer,Cage The Elephant,229346,3.82
Black Madonna,Cage The Elephant,226533,3.78
In One Ear,Cage The Elephant,241303,4.02
Telescope,Cage The Elephant,228293,3.80
Too Late To Say Goodbye,Cage The Elephant,252773,4.21
Ready To Let Go,Cage The Elephant,187973,3.13
Skin and Bones - Mix 2020,Cage The Elephant,193693,3.23
Spiderhead,Cage The Elephant,222813,3.71
Mess Around,Cage The Elephant,173173,2.89
Night Running,Cage The Elephant,208133,3.47
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,175493,2.92
Trouble,Cage The Elephant,225973,3.77
Cold Cold Cold,Cage The Elephant,214368,3.57
Social Cues,Cage The Elephant,219053,3.65
Whole Wide World - Unpeeled,Cage The Elephant,205706,3.43
Ain't No Rest for the Wicked,Cage The Elephant,175493,2.92
Cigarette Daydreams,Cage The Elephant,208748,3.48
Shake Me Down,Cage The Elephant,211373,3.52
Come a Little Closer,Cage The Elephant,229346,3.82
Black Madonna,Cage The Elephant,226533,3.78
In One Ear,Cage The Elephant,241303,4.02
Telescope,Cage The Elephant,228293,3.80
Too Late To Say Goodbye,Cage The Elephant,252773,4.21
Ready To Let Go,Cage The Elephant,187973,3.13
Skin and Bones - Mix 2020,Cage The Elephant,193693,3.23
Spiderhead,Cage The Elephant,222813,3.71
Mess Around,Cage The Elephant,173173,2.89
Night Running,Cage The Elephant,208133,3.47
Back Against the Wall,Cage The Elephant,228300,3.81
Take It or Leave It,Cage The Elephant,207309,3.46
Sweetie Little Jean,Cage The Elephant,224893,3.75
Instant Crush - Unpeeled,Cage The Elephant,309384,5.16
Broken Boy (feat. Iggy Pop),Cage The Elephant,167062,2.78
Halo,Cage The Elephant,177959,2.97
How Are You True,Cage The Elephant,280946,4.68
Goodbye,Cage The Elephant,256210,4.27
Right Before My Eyes - Unpeeled,Cage The Elephant,208612,3.48
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,173231,2.89
Cigarette Daydreams,Cage The Elephant,147783,2.46
Cigarette Daydreams,Cage The Elephant,208765,3.48
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,175493,2.92
Trouble,Cage The Elephant,122147,2.04
Cold Cold Cold,Cage The Elephant,214368,3.57
Social Cues,Cage The Elephant,219053,3.65
Whole Wide World - Unpeeled,Cage The Elephant,205706,3.43
Ain't No Rest for the Wicked,Cage The Elephant,143054,2.38
Cigarette Daydreams,Cage The Elephant,208748,3.48
Shake Me Down,Cage The Elephant,211373,3.52
Come a Little Closer,Cage The Elephant,229346,3.82
Black Madonna,Cage The Elephant,226533,3.78
In One Ear,Cage The Elephant,241303,4.02
Telescope,Cage The Elephant,228293,3.80
Too Late To Say Goodbye,Cage The Elephant,252773,4.21
Ready To Let Go,Cage The Elephant,187973,3.13
Skin and Bones - Mix 2020,Cage The Elephant,193693,3.23
Spiderhead,Cage The Elephant,222813,3.71
Mess Around,Cage The Elephant,173173,2.89
Night Running,Cage The Elephant,208133,3.47
Telescope,Cage The Elephant,228293,3.80
In One Ear,Cage The Elephant,241320,4.02
Whole Wide World - Unpeeled,Cage The Elephant,205706,3.43
Trouble,Cage The Elephant,225973,3.77
Cold Cold Cold,Cage The Elephant,214386,3.57
Cigarette Daydreams,Cage The Elephant,208765,3.48
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,175493,2.92
Laid,Matt Nathanson,182826,3.05
Pecan Tree,The Mud Howlers,193853,3.23
Son Of A Preacher Man,Dusty Springfield,148053,2.47
Strangers (Stereo) - 2014 Remastered Version,The Kinks,198786,3.31
